pincode,district,state
835103,ranchi,JHARKHAND
825101,ramgarh,JHARKHAND
825302,hazaribag,JHARKHAND
828109,dhanbad,JHARKHAND
828134,bokaro,JHARKHAND
828303,bokaro,JHARKHAND
827302,bokaro,JHARKHAND
827013,bokaro,JHARKHAND
835303,ranchi,JHARKHAND
835301,ranchi,JHARKHAND
835202,ranchi,JHARKHAND
835205,ranchi,JHARKHAND
834010,ranchi,JHARKHAND
835204,ranchi,JHARKHAND
828201,dhanbad,JHARKHAND
828305,dhanbad,JHARKHAND
835209,ranchi,JHARKHAND
835227,ranchi,JHARKHAND
835221,ranchi,JHARKHAND
835216,ranchi,JHARKHAND
825409,koderma,JHARKHAND
825401,chatra,JHARKHAND
825403,chatra,JHARKHAND
829118,ramgarh,JHARKHAND
825319,hazaribag,JHARKHAND
829101,ramgarh,JHARKHAND
829133,ramgarh,JHARKHAND
828116,dhanbad,JHARKHAND
828111,dhanbad,JHARKHAND
828121,dhanbad,JHARKHAND
835219,ranchi,JHARKHAND
831001,east singhbhum,JHARKHAND
828302,bokaro,JHARKHAND
829117,ramgarh,JHARKHAND
834006,ranchi,JHARKHAND
835302,gumla,JHARKHAND
835214,ranchi,JHARKHAND
835217,ranchi,JHARKHAND
835234,ranchi,JHARKHAND
831004,east singhbhum,JHARKHAND
814147,godda,JHARKHAND
815355,jamtara,JHARKHAND
813208,sahibganj,JHARKHAND
816106,pakur,JHARKHAND
828402,dhanbad,JHARKHAND
826001,dhanbad,JHARKHAND
828105,dhanbad,JHARKHAND
828122,dhanbad,JHARKHAND
828124,dhanbad,JHARKHAND
828107,dhanbad,JHARKHAND
828120,dhanbad,JHARKHAND
828123,dhanbad,JHARKHAND
827001,bokaro,JHARKHAND
827003,bokaro,JHARKHAND
827004,bokaro,JHARKHAND
827006,bokaro,JHARKHAND
827009,bokaro,JHARKHAND
827012,bokaro,JHARKHAND
827014,bokaro,JHARKHAND
828103,dhanbad,JHARKHAND
828112,dhanbad,JHARKHAND
828114,dhanbad,JHARKHAND
828125,dhanbad,JHARKHAND
828128,dhanbad,JHARKHAND
828306,dhanbad,JHARKHAND
828307,dhanbad,JHARKHAND
828309,dhanbad,JHARKHAND
829301,bokaro,JHARKHAND
826003,dhanbad,JHARKHAND
826004,dhanbad,JHARKHAND
826005,dhanbad,JHARKHAND
828101,dhanbad,JHARKHAND
828104,dhanbad,JHARKHAND
828106,dhanbad,JHARKHAND
828108,dhanbad,JHARKHAND
828110,dhanbad,JHARKHAND
828113,dhanbad,JHARKHAND
828115,dhanbad,JHARKHAND
828117,dhanbad,JHARKHAND
828119,dhanbad,JHARKHAND
828126,dhanbad,JHARKHAND
828127,dhanbad,JHARKHAND
828129,dhanbad,JHARKHAND
828130,dhanbad,JHARKHAND
828131,dhanbad,JHARKHAND
828132,dhanbad,JHARKHAND
828133,dhanbad,JHARKHAND
828135,dhanbad,JHARKHAND
828202,dhanbad,JHARKHAND
828203,dhanbad,JHARKHAND
828204,dhanbad,JHARKHAND
828205,dhanbad,JHARKHAND
828206,dhanbad,JHARKHAND
828207,dhanbad,JHARKHAND
828301,dhanbad,JHARKHAND
828304,dhanbad,JHARKHAND
828401,dhanbad,JHARKHAND
829127,bokaro,JHARKHAND
829128,bokaro,JHARKHAND
825320,giridh,JHARKHAND
815317,giridh,JHARKHAND
829149,bokaro,JHARKHAND
829113,bokaro,JHARKHAND
829114,bokaro,JHARKHAND
825322,giridh,JHARKHAND
815301,giridh,JHARKHAND
815315,giridh,JHARKHAND
829104,bokaro,JHARKHAND
829107,bokaro,JHARKHAND
828403,bokaro,JHARKHAND
825102,bokaro,JHARKHAND
825106,giridh,JHARKHAND
815302,giridh,JHARKHAND
829111,bokaro,JHARKHAND
829112,bokaro,JHARKHAND
825167,giridh,JHARKHAND
815318,giridh,JHARKHAND
829116,bokaro,JHARKHAND
815314,giridh,JHARKHAND
815316,giridh,JHARKHAND
829121,bokaro,JHARKHAND
825108,giridh,JHARKHAND
825324,giridh,JHARKHAND
829144,bokaro,JHARKHAND
829123,bokaro,JHARKHAND
825412,giridh,JHARKHAND
825329,giridh,JHARKHAND
825301,hazaribag,JHARKHAND
825405,hazaribag,JHARKHAND
825311,hazaribag,JHARKHAND
825323,hazaribag,JHARKHAND
825312,hazaribag,JHARKHAND
825317,hazaribag,JHARKHAND
825336,hazaribag,JHARKHAND
825313,hazaribag,JHARKHAND
825407,koderma,JHARKHAND
825314,ramgarh,JHARKHAND
825402,hazaribag,JHARKHAND
825408,chatra,JHARKHAND
825109,koderma,JHARKHAND
825303,hazaribag,JHARKHAND
829134,ramgarh,JHARKHAND
825330,ramgarh,JHARKHAND
825325,ramgarh,JHARKHAND
825315,hazaribag,JHARKHAND
825318,koderma,JHARKHAND
825411,hazaribag,JHARKHAND
825321,chatra,JHARKHAND
825326,ramgarh,JHARKHAND
825413,koderma,JHARKHAND
829143,ramgarh,JHARKHAND
829102,ramgarh,JHARKHAND
829103,ramgarh,JHARKHAND
829105,ramgarh,JHARKHAND
829135,ramgarh,JHARKHAND
829106,ramgarh,JHARKHAND
825316,ramgarh,JHARKHAND
829125,ramgarh,JHARKHAND
829126,ramgarh,JHARKHAND
829130,ramgarh,JHARKHAND
825103,chatra,JHARKHAND
829108,ramgarh,JHARKHAND
829110,ramgarh,JHARKHAND
829119,ramgarh,JHARKHAND
829122,ramgarh,JHARKHAND
829150,ramgarh,JHARKHAND
829124,ramgarh,JHARKHAND
834008,ranchi,JHARKHAND
834001,ranchi,JHARKHAND
834005,ranchi,JHARKHAND
835215,ranchi,JHARKHAND
835325,ranchi,JHARKHAND
834009,ranchi,JHARKHAND
835101,ranchi,JHARKHAND
834004,ranchi,JHARKHAND
834003,ranchi,JHARKHAND
835102,ranchi,JHARKHAND
835203,gumla,JHARKHAND
835229,gumla,JHARKHAND
835231,gumla,JHARKHAND
835206,gumla,JHARKHAND
835207,gumla,JHARKHAND
835208,gumla,JHARKHAND
835232,gumla,JHARKHAND
835230,gumla,JHARKHAND
835220,gumla,JHARKHAND
835224,gumla,JHARKHAND
835233,gumla,JHARKHAND
835213,lohardaga,JHARKHAND
835218,lohardaga,JHARKHAND
835223,simdega,JHARKHAND
835201,simdega,JHARKHAND
835228,simdega,JHARKHAND
835235,simdega,JHARKHAND
835212,simdega,JHARKHAND
816129,sahibganj,JHARKHAND
814157,deoghar,JHARKHAND
814116,deoghar,JHARKHAND
814118,dumka,JHARKHAND
814110,dumka,JHARKHAND
814166,jamtara,JHARKHAND
814145,dumka,JHARKHAND
814141,dumka,JHARKHAND
815357,deoghar,JHARKHAND
816117,pakur,JHARKHAND
814158,dumka,JHARKHAND
814151,dumka,JHARKHAND
814114,deoghar,JHARKHAND
814156,godda,JHARKHAND
814101,dumka,JHARKHAND
814160,godda,JHARKHAND
814103,dumka,JHARKHAND
816115,sahibganj,JHARKHAND
814111,pakur,JHARKHAND
814154,godda,JHARKHAND
815352,jamtara,JHARKHAND
816116,sahibganj,JHARKHAND
816105,sahibganj,JHARKHAND
814119,dumka,JHARKHAND
814149,deoghar,JHARKHAND
814144,dumka,JHARKHAND
816102,sahibganj,JHARKHAND
816120,sahibganj,JHARKHAND
816110,sahibganj,JHARKHAND
814113,deoghar,JHARKHAND
814115,deoghar,JHARKHAND
814120,deoghar,JHARKHAND
814143,deoghar,JHARKHAND
814165,godda,JHARKHAND
814153,deoghar,JHARKHAND
814150,deoghar,JHARKHAND
816101,sahibganj,JHARKHAND
816103,dumka,JHARKHAND
816107,pakur,JHARKHAND
814146,deoghar,JHARKHAND
816109,sahibganj,JHARKHAND
822101,palamau,JHARKHAND
829210,ranchi,JHARKHAND
822117,palamau,JHARKHAND
829131,ramgarh,JHARKHAND
834007,ranchi,JHARKHAND
829129,bokaro,JHARKHAND
827015,bokaro,JHARKHAND
828142,dhanbad,JHARKHAND
826006,dhanbad,JHARKHAND
834011,ranchi,JHARKHAND
814112,deoghar,JHARKHAND
825414,chatra,JHARKHAND
826009,dhanbad,JHARKHAND
834013,ranchi,JHARKHAND
826007,dhanbad,JHARKHAND
814167,dumka,JHARKHAND
814122,deoghar,JHARKHAND
825421,koderma,JHARKHAND
828404,bokaro,JHARKHAND
822129,garhwa,JHARKHAND
833221,west singhbhum,JHARKHAND
833220,seraikela-kharsawan,JHARKHAND
833217,west singhbhum,JHARKHAND
833201,west singhbhum,JHARKHAND
832113,east singhbhum,JHARKHAND
831021,east singhbhum,JHARKHAND
831011,east singhbhum,JHARKHAND
831020,east singhbhum,JHARKHAND
831019,east singhbhum,JHARKHAND
832111,east singhbhum,JHARKHAND
832103,east singhbhum,JHARKHAND
831018,east singhbhum,JHARKHAND
831007,east singhbhum,JHARKHAND
831016,east singhbhum,JHARKHAND
831014,seraikela-kharsawan,JHARKHAND
831010,east singhbhum,JHARKHAND
833212,west singhbhum,JHARKHAND
833213,west singhbhum,JHARKHAND
833222,west singhbhum,JHARKHAND
833223,west singhbhum,JHARKHAND
832110,east singhbhum,JHARKHAND
831017,east singhbhum,JHARKHAND
831003,east singhbhum,JHARKHAND
831013,seraikela-kharsawan,JHARKHAND
832109,seraikela-kharsawan,JHARKHAND
831009,east singhbhum,JHARKHAND
831015,east singhbhum,JHARKHAND
831006,east singhbhum,JHARKHAND
831005,east singhbhum,JHARKHAND
572201,tumakuru,KARNATAKA
572219,tumakuru,KARNATAKA
572220,tumakuru,KARNATAKA
572228,tumakuru,KARNATAKA
572126,tumakuru,KARNATAKA
572130,tumakuru,KARNATAKA
572221,tumakuru,KARNATAKA
572222,tumakuru,KARNATAKA
572134,tumakuru,KARNATAKA
572223,tumakuru,KARNATAKA
572224,tumakuru,KARNATAKA
572225,tumakuru,KARNATAKA
572226,tumakuru,KARNATAKA
572227,tumakuru,KARNATAKA
572142,tumakuru,KARNATAKA
576103,udupi,KARNATAKA
576101,udupi,KARNATAKA
574103,udupi,KARNATAKA
574105,udupi,KARNATAKA
574106,udupi,KARNATAKA
576102,udupi,KARNATAKA
576120,udupi,KARNATAKA
574111,udupi,KARNATAKA
574113,udupi,KARNATAKA
574115,udupi,KARNATAKA
574116,udupi,KARNATAKA
574117,udupi,KARNATAKA
574118,udupi,KARNATAKA
574119,udupi,KARNATAKA
576211,udupi,KARNATAKA
576212,udupi,KARNATAKA
576214,udupi,KARNATAKA
576247,udupi,KARNATAKA
576217,udupi,KARNATAKA
576283,udupi,KARNATAKA
576282,udupi,KARNATAKA
576219,udupi,KARNATAKA
576222,udupi,KARNATAKA
576257,udupi,KARNATAKA
576224,udupi,KARNATAKA
576227,udupi,KARNATAKA
576229,udupi,KARNATAKA
576230,udupi,KARNATAKA
576231,udupi,KARNATAKA
576235,udupi,KARNATAKA
576232,udupi,KARNATAKA
576233,udupi,KARNATAKA
576210,udupi,KARNATAKA
576213,udupi,KARNATAKA
576215,udupi,KARNATAKA
576113,udupi,KARNATAKA
576218,udupi,KARNATAKA
576115,udupi,KARNATAKA
576234,udupi,KARNATAKA
576221,udupi,KARNATAKA
576106,udupi,KARNATAKA
576108,udupi,KARNATAKA
576223,udupi,KARNATAKA
576107,udupi,KARNATAKA
576124,udupi,KARNATAKA
576225,udupi,KARNATAKA
576105,udupi,KARNATAKA
576226,udupi,KARNATAKA
581110,haveri,KARNATAKA
581108,haveri,KARNATAKA
581205,haveri,KARNATAKA
581115,haveri,KARNATAKA
581202,haveri,KARNATAKA
581101,haveri,KARNATAKA
581102,haveri,KARNATAKA
581203,haveri,KARNATAKA
581104,haveri,KARNATAKA
581193,haveri,KARNATAKA
581126,haveri,KARNATAKA
581112,haveri,KARNATAKA
581148,haveri,KARNATAKA
581118,haveri,KARNATAKA
581197,haveri,KARNATAKA
581120,haveri,KARNATAKA
581199,haveri,KARNATAKA
581213,haveri,KARNATAKA
574199,dakshina kannada,KARNATAKA
577101,chikkamagaluru,KARNATAKA
583277,koppal,KARNATAKA
584128,raichur,KARNATAKA
576121,udupi,KARNATAKA
574142,dakshina kannada,KARNATAKA
583237,koppal,KARNATAKA
584104,raichur,KARNATAKA
584138,raichur,KARNATAKA
574154,dakshina kannada,KARNATAKA
591120,belagavi,KARNATAKA
591108,belagavi,KARNATAKA
590014,belagavi,KARNATAKA
590018,belagavi,KARNATAKA
591345,belagavi,KARNATAKA
591128,belagavi,KARNATAKA
591301,belagavi,KARNATAKA
591302,belagavi,KARNATAKA
590008,belagavi,KARNATAKA
591143,belagavi,KARNATAKA
591156,belagavi,KARNATAKA
574197,dakshina kannada,KARNATAKA
577448,shivamogga,KARNATAKA
574122,udupi,KARNATAKA
574107,dakshina kannada,KARNATAKA
577223,davangere,KARNATAKA
574226,dakshina kannada,KARNATAKA
574114,udupi,KARNATAKA
574227,dakshina kannada,KARNATAKA
574102,udupi,KARNATAKA
574239,dakshina kannada,KARNATAKA
582205,gadag,KARNATAKA
574212,dakshina kannada,KARNATAKA
582211,gadag,KARNATAKA
574214,dakshina kannada,KARNATAKA
574210,dakshina kannada,KARNATAKA
574228,dakshina kannada,KARNATAKA
574325,dakshina kannada,KARNATAKA
574221,dakshina kannada,KARNATAKA
574243,dakshina kannada,KARNATAKA
574222,dakshina kannada,KARNATAKA
574219,dakshina kannada,KARNATAKA
574110,udupi,KARNATAKA
576117,udupi,KARNATAKA
577160,chikkamagaluru,KARNATAKA
574143,dakshina kannada,KARNATAKA
574260,dakshina kannada,KARNATAKA
574253,dakshina kannada,KARNATAKA
577179,chikkamagaluru,KARNATAKA
577168,chikkamagaluru,KARNATAKA
574241,dakshina kannada,KARNATAKA
574279,dakshina kannada,KARNATAKA
574202,dakshina kannada,KARNATAKA
574217,dakshina kannada,KARNATAKA
587112,bagalkot,KARNATAKA
574144,dakshina kannada,KARNATAKA
576122,udupi,KARNATAKA
591310,belagavi,KARNATAKA
591233,belagavi,KARNATAKA
591218,belagavi,KARNATAKA
591306,belagavi,KARNATAKA
591309,belagavi,KARNATAKA
591101,belagavi,KARNATAKA
576112,udupi,KARNATAKA
581401,uttara kannada,KARNATAKA
581359,uttara kannada,KARNATAKA
581355,uttara kannada,KARNATAKA
581402,uttara kannada,KARNATAKA
581201,dharwad,KARNATAKA
561101,bangalore rural,KARNATAKA
562109,ramanagar,KARNATAKA
577428,shivamogga,KARNATAKA
577417,shivamogga,KARNATAKA
580007,dharwad,KARNATAKA
582208,dharwad,KARNATAKA
583217,ballari,KARNATAKA
583125,davangere,KARNATAKA
583127,davangere,KARNATAKA
583213,davangere,KARNATAKA
583137,davangere,KARNATAKA
583131,davangere,KARNATAKA
560056,bengaluru,KARNATAKA
560060,bengaluru,KARNATAKA
560074,bengaluru,KARNATAKA
560083,bangalore rural,KARNATAKA
560099,bangalore rural,KARNATAKA
560082,bengaluru,KARNATAKA
560116,bangalore rural,KARNATAKA
560076,bengaluru,KARNATAKA
560068,bangalore rural,KARNATAKA
573210,hassan,KARNATAKA
562123,bangalore rural,KARNATAKA
591317,belagavi,KARNATAKA
573121,hassan,KARNATAKA
573131,hassan,KARNATAKA
561202,tumakuru,KARNATAKA
581123,haveri,KARNATAKA
581109,haveri,KARNATAKA
581111,haveri,KARNATAKA
581210,haveri,KARNATAKA
581211,haveri,KARNATAKA
581106,haveri,KARNATAKA
581198,haveri,KARNATAKA
581208,haveri,KARNATAKA
581145,haveri,KARNATAKA
577452,shivamogga,KARNATAKA
563157,kolar,KARNATAKA
577204,shivamogga,KARNATAKA
577411,shivamogga,KARNATAKA
562103,chikkaballapur,KARNATAKA
561207,chikkaballapur,KARNATAKA
585226,bidar,KARNATAKA
563131,kolar,KARNATAKA
581116,haveri,KARNATAKA
581119,haveri,KARNATAKA
577224,davangere,KARNATAKA
577202,shivamogga,KARNATAKA
571110,mysuru,KARNATAKA
582210,gadag,KARNATAKA
582112,gadag,KARNATAKA
582103,gadag,KARNATAKA
582209,gadag,KARNATAKA
583236,koppal,KARNATAKA
583284,koppal,KARNATAKA
591102,belagavi,KARNATAKA
591106,belagavi,KARNATAKA
591115,belagavi,KARNATAKA
591103,belagavi,KARNATAKA
590005,belagavi,KARNATAKA
591123,belagavi,KARNATAKA
581128,haveri,KARNATAKA
585302,kalaburagi,KARNATAKA
585102,kalaburagi,KARNATAKA
585236,kalaburagi,KARNATAKA
560034,bengaluru,KARNATAKA
581384,uttara kannada,KARNATAKA
581440,uttara kannada,KARNATAKA
581352,uttara kannada,KARNATAKA
581400,uttara kannada,KARNATAKA
581314,uttara kannada,KARNATAKA
573214,hassan,KARNATAKA
577518,chitradurga,KARNATAKA
577522,chitradurga,KARNATAKA
577556,davangere,KARNATAKA
577512,davangere,KARNATAKA
577513,davangere,KARNATAKA
577553,davangere,KARNATAKA
577523,chitradurga,KARNATAKA
577601,davangere,KARNATAKA
577528,davangere,KARNATAKA
577002,davangere,KARNATAKA
577534,davangere,KARNATAKA
577003,davangere,KARNATAKA
577557,chitradurga,KARNATAKA
571440,chamrajnagar,KARNATAKA
563133,kolar,KARNATAKA
591117,belagavi,KARNATAKA
573212,hassan,KARNATAKA
571320,chamrajnagar,KARNATAKA
571101,mysuru,KARNATAKA
573120,hassan,KARNATAKA
573133,hassan,KARNATAKA
571490,chamrajnagar,KARNATAKA
571425,mandya,KARNATAKA
573226,hassan,KARNATAKA
591126,belagavi,KARNATAKA
562120,ramanagar,KARNATAKA
573116,hassan,KARNATAKA
577596,chitradurga,KARNATAKA
586113,vijayapura,KARNATAKA
571432,mandya,KARNATAKA
573202,hassan,KARNATAKA
577427,shivamogga,KARNATAKA
587102,bagalkot,KARNATAKA
587104,bagalkot,KARNATAKA
580028,dharwad,KARNATAKA
590016,belagavi,KARNATAKA
591111,belagavi,KARNATAKA
570008,mysuru,KARNATAKA
562106,bengaluru,KARNATAKA
585216,yadgir,KARNATAKA
561212,kolar,KARNATAKA
577136,chikkamagaluru,KARNATAKA
571109,chamrajnagar,KARNATAKA
571111,chamrajnagar,KARNATAKA
571126,chamrajnagar,KARNATAKA
571128,chamrajnagar,KARNATAKA
571314,mysuru,KARNATAKA
571315,mysuru,KARNATAKA
571118,mysuru,KARNATAKA
571312,mysuru,KARNATAKA
571316,chamrajnagar,KARNATAKA
571129,mysuru,KARNATAKA
571302,mysuru,KARNATAKA
571119,mysuru,KARNATAKA
571123,chamrajnagar,KARNATAKA
571313,chamrajnagar,KARNATAKA
571439,chamrajnagar,KARNATAKA
571127,chamrajnagar,KARNATAKA
571117,chamrajnagar,KARNATAKA
571443,chamrajnagar,KARNATAKA
571442,chamrajnagar,KARNATAKA
571120,mysuru,KARNATAKA
571444,chamrajnagar,KARNATAKA
571342,chamrajnagar,KARNATAKA
571115,chamrajnagar,KARNATAKA
571124,mysuru,KARNATAKA
571122,mysuru,KARNATAKA
571457,chamrajnagar,KARNATAKA
571441,chamrajnagar,KARNATAKA
570010,mysuru,KARNATAKA
570028,mysuru,KARNATAKA
570003,mysuru,KARNATAKA
570019,mysuru,KARNATAKA
571102,mysuru,KARNATAKA
571103,mysuru,KARNATAKA
570026,mysuru,KARNATAKA
571104,mysuru,KARNATAKA
571617,mysuru,KARNATAKA
571610,mysuru,KARNATAKA
571125,mysuru,KARNATAKA
571601,mysuru,KARNATAKA
571114,mysuru,KARNATAKA
571105,mysuru,KARNATAKA
571106,mysuru,KARNATAKA
571116,mysuru,KARNATAKA
571311,mysuru,KARNATAKA
571187,mysuru,KARNATAKA
571134,mysuru,KARNATAKA
571602,mysuru,KARNATAKA
571603,mysuru,KARNATAKA
571107,mysuru,KARNATAKA
571189,mysuru,KARNATAKA
571108,mysuru,KARNATAKA
571604,mysuru,KARNATAKA
571121,mysuru,KARNATAKA
571130,mysuru,KARNATAKA
571477,mandya,KARNATAKA
571606,mandya,KARNATAKA
571427,mandya,KARNATAKA
571404,mandya,KARNATAKA
571415,mandya,KARNATAKA
571416,mandya,KARNATAKA
571417,mandya,KARNATAKA
571419,mandya,KARNATAKA
571422,mandya,KARNATAKA
571403,mandya,KARNATAKA
571478,mandya,KARNATAKA
571421,mandya,KARNATAKA
571450,mandya,KARNATAKA
571446,mandya,KARNATAKA
571424,mandya,KARNATAKA
571428,mandya,KARNATAKA
571475,mandya,KARNATAKA
571430,mandya,KARNATAKA
571433,mandya,KARNATAKA
571463,mandya,KARNATAKA
571429,mandya,KARNATAKA
571476,mandya,KARNATAKA
571402,mandya,KARNATAKA
571405,mandya,KARNATAKA
571605,mandya,KARNATAKA
571448,mandya,KARNATAKA
571418,mandya,KARNATAKA
571802,mandya,KARNATAKA
571812,mandya,KARNATAKA
571455,mandya,KARNATAKA
571811,mandya,KARNATAKA
571445,mandya,KARNATAKA
571423,mandya,KARNATAKA
571807,mandya,KARNATAKA
571426,mandya,KARNATAKA
571431,mandya,KARNATAKA
571436,mandya,KARNATAKA
571434,mandya,KARNATAKA
571435,mandya,KARNATAKA
573103,hassan,KARNATAKA
573213,hassan,KARNATAKA
573101,hassan,KARNATAKA
573102,hassan,KARNATAKA
573113,hassan,KARNATAKA
573215,hassan,KARNATAKA
573142,hassan,KARNATAKA
573201,hassan,KARNATAKA
573216,hassan,KARNATAKA
573165,hassan,KARNATAKA
573123,hassan,KARNATAKA
573211,hassan,KARNATAKA
573217,hassan,KARNATAKA
573128,hassan,KARNATAKA
573129,hassan,KARNATAKA
573136,hassan,KARNATAKA
573130,hassan,KARNATAKA
573218,hassan,KARNATAKA
573134,hassan,KARNATAKA
573127,hassan,KARNATAKA
573219,hassan,KARNATAKA
573225,hassan,KARNATAKA
573220,hassan,KARNATAKA
573137,hassan,KARNATAKA
573162,hassan,KARNATAKA
573111,hassan,KARNATAKA
573112,hassan,KARNATAKA
573115,hassan,KARNATAKA
573141,hassan,KARNATAKA
573117,hassan,KARNATAKA
573118,hassan,KARNATAKA
573119,hassan,KARNATAKA
573122,hassan,KARNATAKA
573124,hassan,KARNATAKA
573125,hassan,KARNATAKA
573126,hassan,KARNATAKA
573144,hassan,KARNATAKA
573164,hassan,KARNATAKA
573135,hassan,KARNATAKA
581103,dharwad,KARNATAKA
580011,dharwad,KARNATAKA
580006,dharwad,KARNATAKA
580009,dharwad,KARNATAKA
580005,dharwad,KARNATAKA
580114,dharwad,KARNATAKA
581105,dharwad,KARNATAKA
580118,dharwad,KARNATAKA
581204,dharwad,KARNATAKA
581196,dharwad,KARNATAKA
580112,dharwad,KARNATAKA
581206,dharwad,KARNATAKA
582201,dharwad,KARNATAKA
581195,dharwad,KARNATAKA
581207,dharwad,KARNATAKA
581107,dharwad,KARNATAKA
581209,dharwad,KARNATAKA
580023,dharwad,KARNATAKA
580025,dharwad,KARNATAKA
581113,dharwad,KARNATAKA
580024,dharwad,KARNATAKA
581117,dharwad,KARNATAKA
587301,bagalkot,KARNATAKA
587201,bagalkot,KARNATAKA
587203,bagalkot,KARNATAKA
587111,bagalkot,KARNATAKA
587103,bagalkot,KARNATAKA
587114,bagalkot,KARNATAKA
587115,bagalkot,KARNATAKA
587207,bagalkot,KARNATAKA
587202,bagalkot,KARNATAKA
587118,bagalkot,KARNATAKA
587125,bagalkot,KARNATAKA
587154,bagalkot,KARNATAKA
587120,bagalkot,KARNATAKA
587205,bagalkot,KARNATAKA
587124,bagalkot,KARNATAKA
587311,bagalkot,KARNATAKA
587113,bagalkot,KARNATAKA
587116,bagalkot,KARNATAKA
587117,bagalkot,KARNATAKA
587119,bagalkot,KARNATAKA
587204,bagalkot,KARNATAKA
587122,bagalkot,KARNATAKA
587206,bagalkot,KARNATAKA
587121,bagalkot,KARNATAKA
587155,bagalkot,KARNATAKA
587312,bagalkot,KARNATAKA
587313,bagalkot,KARNATAKA
587314,bagalkot,KARNATAKA
587315,bagalkot,KARNATAKA
590020,belagavi,KARNATAKA
590010,belagavi,KARNATAKA
591104,belagavi,KARNATAKA
591147,belagavi,KARNATAKA
591109,belagavi,KARNATAKA
591112,belagavi,KARNATAKA
591118,belagavi,KARNATAKA
591153,belagavi,KARNATAKA
591119,belagavi,KARNATAKA
591121,belagavi,KARNATAKA
591131,belagavi,KARNATAKA
591124,belagavi,KARNATAKA
591125,belagavi,KARNATAKA
591110,belagavi,KARNATAKA
591114,belagavi,KARNATAKA
591116,belagavi,KARNATAKA
591130,belagavi,KARNATAKA
591127,belagavi,KARNATAKA
591129,belagavi,KARNATAKA
583104,ballari,KARNATAKA
583102,ballari,KARNATAKA
583103,ballari,KARNATAKA
583111,ballari,KARNATAKA
583121,ballari,KARNATAKA
583112,ballari,KARNATAKA
583113,ballari,KARNATAKA
583130,ballari,KARNATAKA
583114,ballari,KARNATAKA
583152,ballari,KARNATAKA
583115,ballari,KARNATAKA
583116,ballari,KARNATAKA
583117,ballari,KARNATAKA
583119,ballari,KARNATAKA
583154,ballari,KARNATAKA
583120,ballari,KARNATAKA
583122,ballari,KARNATAKA
583123,ballari,KARNATAKA
583124,ballari,KARNATAKA
583126,ballari,KARNATAKA
583211,ballari,KARNATAKA
583128,ballari,KARNATAKA
583129,ballari,KARNATAKA
583212,ballari,KARNATAKA
583214,ballari,KARNATAKA
583239,ballari,KARNATAKA
583216,ballari,KARNATAKA
583218,ballari,KARNATAKA
583201,ballari,KARNATAKA
583219,ballari,KARNATAKA
583220,ballari,KARNATAKA
583221,ballari,KARNATAKA
583132,ballari,KARNATAKA
583134,ballari,KARNATAKA
583135,ballari,KARNATAKA
583222,ballari,KARNATAKA
583136,ballari,KARNATAKA
583223,ballari,KARNATAKA
583224,ballari,KARNATAKA
585326,bidar,KARNATAKA
585327,bidar,KARNATAKA
585328,bidar,KARNATAKA
585411,bidar,KARNATAKA
585402,bidar,KARNATAKA
585403,bidar,KARNATAKA
585412,bidar,KARNATAKA
585418,bidar,KARNATAKA
585444,bidar,KARNATAKA
585413,bidar,KARNATAKA
585414,bidar,KARNATAKA
585415,bidar,KARNATAKA
585329,bidar,KARNATAKA
585416,bidar,KARNATAKA
585330,bidar,KARNATAKA
585417,bidar,KARNATAKA
585353,bidar,KARNATAKA
585227,bidar,KARNATAKA
585419,bidar,KARNATAKA
585437,bidar,KARNATAKA
585443,bidar,KARNATAKA
585331,bidar,KARNATAKA
585421,bidar,KARNATAKA
585436,bidar,KARNATAKA
586212,vijayapura,KARNATAKA
586201,vijayapura,KARNATAKA
586203,vijayapura,KARNATAKA
586104,vijayapura,KARNATAKA
586108,vijayapura,KARNATAKA
586103,vijayapura,KARNATAKA
586102,vijayapura,KARNATAKA
586125,vijayapura,KARNATAKA
586114,vijayapura,KARNATAKA
586116,vijayapura,KARNATAKA
586208,vijayapura,KARNATAKA
586119,vijayapura,KARNATAKA
586210,vijayapura,KARNATAKA
586121,vijayapura,KARNATAKA
586122,vijayapura,KARNATAKA
586109,vijayapura,KARNATAKA
586124,vijayapura,KARNATAKA
586213,vijayapura,KARNATAKA
586127,vijayapura,KARNATAKA
586214,vijayapura,KARNATAKA
586129,vijayapura,KARNATAKA
586216,vijayapura,KARNATAKA
586130,vijayapura,KARNATAKA
586209,vijayapura,KARNATAKA
586111,vijayapura,KARNATAKA
586202,vijayapura,KARNATAKA
586112,vijayapura,KARNATAKA
586204,vijayapura,KARNATAKA
586205,vijayapura,KARNATAKA
586206,vijayapura,KARNATAKA
586120,vijayapura,KARNATAKA
586115,vijayapura,KARNATAKA
586128,vijayapura,KARNATAKA
586207,vijayapura,KARNATAKA
586117,vijayapura,KARNATAKA
586118,vijayapura,KARNATAKA
586211,vijayapura,KARNATAKA
586123,vijayapura,KARNATAKA
586217,vijayapura,KARNATAKA
586215,vijayapura,KARNATAKA
562160,ramanagar,KARNATAKA
560105,bengaluru,KARNATAKA
562107,bengaluru,KARNATAKA
562149,bengaluru,KARNATAKA
562157,bengaluru,KARNATAKA
562108,ramanagar,KARNATAKA
562110,bangalore rural,KARNATAKA
562164,bangalore rural,KARNATAKA
562135,bangalore rural,KARNATAKA
562111,bangalore rural,KARNATAKA
